,DPSA1,FNSA3,FPSA1,MW,nCl,FPSA3,nH,MOMI-X,MOMI-Y,MOMI-Z,FilterItLogS,SLogP,label
976,228.3605676297131,-0.047759373649812635,0.7123089906267609,296.18886338800064,0,0.04670438952527226,24,3301.7018521402433,2414.0391280188205,1621.9667517797873,-5.6771373377375935,3.8876000000000026,0
977,21.571495464253587,-0.1000960477310104,0.519354950571645,347.0939770240003,0,0.04116827090194862,17,5628.523606699625,5087.542426782007,945.6545195469424,-1.5591625120611003,0.44489999999999896,0
978,307.8738787245531,-0.05613774916423251,0.7261118282926665,394.21172407200066,0,0.04623181287555486,26,8886.411636717059,5914.410173788416,3267.5791704242033,-5.629228459267937,1.1981,1
979,189.9211453775217,-0.051776856338602746,0.6388018512504745,432.20738764000066,0,0.0396791000336858,25,9870.258495026346,8212.532606855697,2384.3430159047493,-5.562440493875943,3.412200000000001,1
980,182.10843979707292,-0.08538160330739697,0.6552803732422908,384.1784178560006,0,0.02634550095238136,28,5708.5292226051415,4801.86130365878,1404.954105587698,-1.7257148447184552,2.6024000000000003,0
981,198.42555886383687,-0.050875965191184036,0.7239639196260494,257.17796435599996,0,0.03899011845021652,23,2024.6054640183538,1695.943376488035,721.1867725769253,-3.392075926345989,3.080400000000002,1
982,-46.759047651936044,-0.11045402910392348,0.4682704417601689,776.8541086640004,0,0.04802981178709961,22,11484.44366258377,8926.384585398395,6109.89588998492,-3.604593357874536,-1.3784999999999998,0
983,99.90550405352934,-0.030790932391226367,0.5961810833211031,274.12367628800047,1,0.030511746959770974,19,3658.98768468397,2816.285773344264,1198.270029172449,-4.914833096991583,3.818600000000002,1
984,1.6337247875281378,-0.11186473148156173,0.5012459846634906,462.07800967600053,0,0.058178108365437964,18,7698.502993249201,6950.284277305987,2295.973006887293,-1.9953791067948232,0.04100000000000048,0
985,282.92726751936107,-0.049853153408215486,0.6901941201509375,488.22057450400087,0,0.032378238145191,32,8981.195400198209,7873.339012428586,3086.858819266265,-5.76130751926878,2.0704199999999995,1
986,194.98032857624642,-0.04801896593687821,0.6439953686264457,383.20090529200064,0,0.030546267039438968,26,10591.667559833384,9822.281347650463,1115.709181109294,-6.602750081487397,3.8642200000000018,1
987,184.22253425865853,-0.06344713951513158,0.6215031470628466,493.1671419640008,0,0.040943565448191804,27,13483.265459162072,11232.576721775898,3047.805162688919,-7.368857186457762,4.023600000000003,1
988,111.15817591021623,-0.10113796717795524,0.6221546963289477,258.1215716760001,0,0.04863321045410288,18,2422.409267594061,2389.4018133971945,653.1283431723758,0.03325782028617241,-0.15879999999999894,0
989,-47.4953821518497,-0.12096611872834913,0.4603037522240868,373.1062559600003,0,0.04371352840130659,15,6632.348925038227,4432.052656729531,2394.640321554587,-3.9399841563577818,3.7107000000000014,1
990,171.3533610643085,-0.05269898137855681,0.6108760126499491,477.24525036800077,0,0.042608395093127464,29,10609.672035091848,8286.947463753573,3743.719236280493,-7.143929849504024,4.257200000000003,1
991,31.505932182139357,-0.04338255870395186,0.5235689604587732,422.16218703600083,1,0.036682803648377636,23,8425.561747397975,7292.6813025316615,2167.5817831591376,-7.197016803798036,4.266800000000004,0
